USER,DATE,STAR,LIKE,TITLE,REVIEW
굳맨굿맨,2023-09-07 22:54:27-07:00,5,1,좋아요,아주 좋아오
짱구 아빠 엄마,2023-08-31 22:07:38-07:00,5,1,몰클잠바,가격대비 완전만족 사이즈색상 의류감촉 최고에요
거울공주2,2023-08-29 17:09:09-07:00,5,1,좋은 제품 저렴하게 잘 구매했네요,"제품이 다양하고 가격도 저렴해서 눈팅 자주하고 구매도 해봅니다
역시 물건 받아보니 믿음 가네요"
땡글이1225,2023-08-25 21:56:29-07:00,5,1,이쁘내요,감사합니다
차아암나,2023-08-24 22:38:13-07:00,1,0,0점이 없는게 아쉬움,"상품 6개 구매함 .
오배송 3건 포장불량 1건 
20일 걸려 받은 답변 . 
중간에서 업체와 연결하기에 도울수 있는 방법없음.
누락되었고 사이즈 품절이니 환불하거나 다른 사이즈로 받으라는 상담사의 답변. 

결론은  0점이 없는게 아쉬울 정도"
또이아띠,2023-08-17 17:50:15-07:00,2,0,제품 설명,제품 설명이 너무 아쉬워요  질문하기도 어렵고요
아오 접을까,2023-08-16 04:37:43-07:00,1,0,진짜 앱 사용성이 너무 구립니다,"모웹으로 갈수밖에 없는건 알겠는데 계속 쌓아서 무거워지는거 좀 해결해보세요
아니 뭐하나 제대로 눌러지는것도 없고 서버 꽉들어차서 렉 오지게 걸리고
ui는 뭐 그렇다 치고 제발 하단네비게이션에 빽키는 왜 만든겁니까 바로 뒤로가지도 않는거 답답하네요 진짜"
니우ㅗ뇽,2023-08-13 22:41:55-07:00,1,0,장난하나,진짜 취소반품비용으로 장사하나요? 말도안되는시스템. 후기보니 짭도 많은거같은데 다른어플 이용하시길
Seoho Hyesun,2023-08-01 07:17:30-07:00,5,1,정품 맞습니당,친구꺼랑 비교해보니까 정품 맞구용!!!!!!!!!생각보다 배송이 빨라서 좋아요 :) 적립금도 마니 쌓여서 개이득
텀블러12345,2023-08-01 03:57:07-07:00,3,1,배송,"당일출고 내뇽은 빼셔야겠어요~ 
일반 배송보다 느려요"
바보나이스,2023-07-26 23:12:28-07:00,5,1,귯,귯
Jumyoung Kwangsoo,2023-07-23 21:39:49-07:00,5,1,"카카페, 네페 됨","카카페, 네페 결제 되는게 신의 한수!! 특히 카카페 즉시할인 이벤트 할때 사면 완전 개이득이쥬"
Bomin Gunwoo,2023-07-21 22:11:57-07:00,5,1,숨은 보석을 발견할수있어요,구경을 찬찬히 하다보면 숨은 대박 제품을 발견할 수 있습니다 ㅋ 얼른 건져보세요
Kim Sunyoung 89,2023-07-21 22:11:56-07:00,5,1,신발은 항상 발란,명품 신발은 꼭 발란에서 구매해보세요
Grimmm Minjun,2023-07-21 22:11:54-07:00,5,1,와,명품쇼핑할때 실용적인 앱이라고 생각합니다. 나중에는 내몸사진 올리면 가상 피팅같은것도 되겠죠??ㅎㅎ
Sangjun Taehyun,2023-07-21 22:11:53-07:00,5,1,배송부터 확실,정말 빠르게 제품 받아 볼 수 있습니다. 진짜 배송 걱정은 없어요
Chang Gwak,2023-07-21 22:11:52-07:00,5,1,신발은 언제나 발란,요즘 신고 다니는 신발은 전부 발란에서 샀습니다. 100% 정품
Hyesuk Jungran,2023-07-21 22:11:50-07:00,5,1,사이즈 겟,프라다 구두 사이즈 다 없었는데 발란에서 찾았습니다. 감사감사요!
Wonhee Hyojin,2023-07-21 22:11:49-07:00,5,1,돌돌 발란,여러 직구앱들 돌아다녀봤는데 결국 발란입니다 ㅋㅋ
Cho Yunkyoung,2023-07-21 22:11:47-07:00,5,1,검색기능 좋아요,쉽게 원하는 제품들을 검색할 수 있어요. 다양한 디자인들도 쉽게 확인가능합니다
Sin Nuree,2023-07-21 22:11:46-07:00,5,1,믿고삽니다,믿을만한 어플 입니다. 환불정책도 잘되어 있어서 걱정없이 제품 사고 있습니다. 다 정품이구요
Youngshik Wonhee,2023-07-21 22:11:44-07:00,5,1,최저가 배송 맘에 들어요,최근에 발란만 주로 애용하고 있습니다. 배송이랑 가격 측면이 참 좋으네요
Yang Jo,2023-07-21 22:08:33-07:00,5,1,싸게 샀습니다.,폴스미스 가방 진짜 저렴하게 구입했습니다. 재질도 생각한것보다 고급스럽고 정품 확실해서 완전 득템요
Jo Hyunjoo,2023-07-21 22:08:32-07:00,5,1,아미 티셔츠 삽니다,"아미 하트티셔츠 구매했구요, 덕분에 좋은 가격에 빠른배송으로 받아볼 수 있었습니다"
yodichad,2023-07-21 21:44:36-07:00,1,0,To. UIUX디자인팀 아님 PM PO,"1. 홈화면에서 서치바를 누르고 또 서치바를 눌러야됨
 
2. 스크롤 다운하면 서치 버튼 찾으러 올라가야함 (팁:우측하단 위로가기 버튼은 옵션인거지  유저들을 배려한 디자인이 이님) 심지어 홈화면에는 올라가기 버튼도 없음
 
3. 불필요한 카테고리 존나많아서 어지러움
 
4. 메인 화면 우측상단 햄버거 메뉴버튼 누르고 들어가면  아이콘 픽셀 재각각임

5. 웹서치 하려고 화면올리면 (파란배경에 흰색으로 로고들어가있는 화면) 로딩스크린때문에 불편함. 

이외에도 ui나 ux적인 문제점 존나많음.

학생한테 디자인을 의뢰한건지 크몽에서 돈주고 맡긴건지…개발팀이랑 커뮤가 안되는건지.. ㅉㅉ 디자인에 신경좀 쓰세요. 

CS담당자분은 디자인팀한테 내용전달좀 해주세요."
Sungmin Sungjin,2023-07-19 21:38:35-07:00,5,1,친구가 추천,친구가 적극 추천해줘서 발란 이용하고 있어요. 저도 친구들한테 알려주고 있습니다 ㅋ
wendy.82,2023-07-19 21:38:33-07:00,5,1,발란 정품,항상 믿고 구매합니다. 100% 정품 확실합니다.
Sungjin Jinwoo,2023-07-19 21:38:31-07:00,5,1,정품 보장 100%,가품일 경우 보상제도도 있고 정품 확실해서 무조건 발란 이용하고 있어요
Seungho Sangah,2023-07-19 21:38:30-07:00,5,1,아이쇼핑이 가능,딱히 살거 없어도 프로모션이 다양해서 제품 구경하는 맛이 있습니다.
Jina Arin,2023-07-19 21:38:28-07:00,5,1,명품커머스 탑,앱최적화도 잘 되어있고 UI도 깔끔해요. 최저가 비교하기 편리해서 너무 잘쓰고 있어요!
Sunwoo Ko,2023-07-19 21:38:26-07:00,5,1,발란만 있으면 한큐에 해결,브랜드 홈피 왔다갔다 안해도 되고 발란 속에서 다 볼 수 있어서 편해요~~
Woo Sunghun,2023-07-19 21:38:26-07:00,5,1,잠들기전 내친구,"잠들기전 내친구,, 발란 구경하는 재미로 살아요,,"
Yang Kiyun,2023-07-19 21:38:24-07:00,5,1,발란 좋다좋다!!,2번째 구매하는데 쿠폰붙여서 사니까 정말 싸게 샀습니당 :) 앱도 보기 편해요 검수 동영상도 잘 찍어서 보여주니까 마음에 들어요 가품걱정없이 쇼핑할 수 있는 거 가타용
Seungho Sunyup,2023-07-19 21:38:21-07:00,5,1,네이버페이 조아유ㅠㅠ,네이버페이 결제돼서 너무 조아유ㅠㅠㅠ 절대 없애지 마세요ㅠㅠ
Hyun Woong,2023-07-19 21:38:20-07:00,5,1,배송빠르고 저렴해요,배송 빠르고 저렴한가격에 원하는물건 구매했어요 또 이용할거예요♡♡♡
왕싱글68,2023-07-19 20:06:57-07:00,5,1,배송,빠르게 물건받아서 좋아요
Joe Sungryung,2023-07-19 03:35:13-07:00,5,1,정품보장해주니 믿고 샀어요,물검 검색하다가 여기가 최저가라 가입쿠폰받고 샀어요. 솔직히 싸서 의심했는데 정품보장해준다니까 믿고 샀어요..
Hyuksang Juhee,2023-07-19 03:35:12-07:00,5,1,발란 감동감동,오프에서 실물보고 사는 편이었는데 발란 몇번이용해보고 아예 온라인 쇼핑만 하고 있어요^^지금이라도 발란 알게 되어서 다행이다 싶고요..이런류 어플 중에서 가장 자주 접속하고 있어요^^
Jimin Han 87,2023-07-19 03:35:10-07:00,5,1,명품브랜드를 집에서 구매할 수 이써용,백화점 안가도 여러가지 명품브랜드를 접할수 이써용 가격비교하면서 적립금쓰면 정말 저렴하게 사는 경우도 이써서 만족해요.
Naeun Hyerim,2023-07-19 03:35:08-07:00,5,1,직구 이렇게 쉬웟나요??,직구가 이렇게 쉬운거였다니…!! 직구알못은 놀라고 갑니다 면세쇼핑은 저리가라네요
Dongha Yewon,2023-07-19 03:35:07-07:00,5,1,검수 꼼꼼하게 하네요,좋아요 좋아요 좋아요ㅋㅋ전보다 판매하는 곳들도 늘어나면서 가격비교도 할 수 있고 검수 꼼꼼해요
Woojin Sangcheol,2023-07-19 03:35:04-07:00,5,1,퍼스널쇼퍼기능 조아요,가장 마니 이용하는 어플이네요 개인적으로 퍼스널쇼퍼 기능이 가장 조아요
Taehee Eunsang,2023-07-19 03:35:02-07:00,5,1,진짜 최고최고 추천,정품 걱정없이 쇼핑할 수 있는 앱 추천해요
Gang Younsun,2023-07-19 03:35:01-07:00,5,0,발란 추천,오픈런 몇번 실패하고 발란에서 겟했습니당
Seoyun Wonjun,2023-07-19 03:35:00-07:00,5,1,발란깔고 텅장됨,"텅장으로 만든 주범!!!!!!!!!!ㅜㅜ 그만큼 예쁜 상품 많고, 할인율도 조아서 찜해 놓은것만 해도 엄청나요 선물용, 내꺼용 전부 발란에서 구매해요 번창하세요"
Ganghee Hyeyoun,2023-07-19 03:34:59-07:00,5,1,정품보장,리뷰 귀찮아서 안쓰는데 정품보장되고 배송빠르고 판매자분들 친절해서 잘 사용하고 있어요 아이쇼핑하느라 시간가는 줄 몰라요
Gwon Walker,2023-07-15 21:48:08-07:00,5,1,쇼핑 이걸로만 해용,잘 쓰고 있어용 정품이고 안전하게 빨리 와서 좋아용ㅜㅜㅜㅎㅎㅎㅎ
Jung Eunmi,2023-07-15 21:48:06-07:00,5,1,사용하기 편하네요,다른 앱 많이 이용해봤는데 솔직히 발란이 제일 쓰기 편했음
Pchung Subin,2023-07-15 21:48:04-07:00,5,1,배송빠름 최고,생각보다 배송 빨라서 놀랐음!!!!
Chung Sunyoung,2023-07-15 21:48:03-07:00,5,1,싸게 살 수 있어서 조아요,원래 리뷰 안 쓰는 편인데 첫구매하고 조아서 남겨요! 판매자분이 편지도 써주심ㅋㅋㅋ 포장이나 상품 상태도 좋았고 정가보다 저렴하게 살 수 있어서 조아요♥
Bomin Minjun,2023-07-15 21:48:01-07:00,5,1,정품 보장돼서 조음,정품 보장되는게 가장 큰 장점이 아닐까 싶음
Kim Taehyun 87,2023-07-15 21:48:00-07:00,5,1,잘 이용하고 있어요,쿠폰 마니마니 주세요.. 쿠폰의 노예.. 보다보면 시간가는줄 몰라요ㅎㅎ 구매할때마다 상태 조아서 만족해요
Grimmm Gwak,2023-07-15 21:47:58-07:00,5,1,만족하며 이용합니다,실제 물건과 가장 비슷하게 사진을 찍어 올려주셔서 실물구매하는데에 큰 도움이 됩니다.
Sangjun Jungran,2023-07-15 21:47:57-07:00,5,1,사진 상세해서 도움되었어요,"다양한 명품을 한꺼번에 볼 수 있어서 그점이 가장 좋았구요, 너무 잘나온 구라사진으로 뻥치는 쇼핑몰들은 막상받아보면 사진과 약간 달라서 실망한적이 있었는데, 이곳은 사진이 현실적인 사진들이라서 그점이 가장 좋았네요,"
Chang Hyemin,2023-07-15 21:47:55-07:00,5,1,간편해서 좋습니다,복잡한거 싫어하고 간편히 템사진들 보기 좋습니다.
Hyesuk Hana,2023-07-15 21:47:53-07:00,5,1,구경하기 좋은 앱임,제품 구경하기 좋은 앱임 특히 제품사진들이 가방 안쪽까지 찍어놓은 사진들이 있어서 그게 좋드라고요~ 실제 착샷있는 상품도 있어서 구매할 때 도움이 돼요
Ahn Sunyup,2023-07-15 01:36:26-07:00,5,1,비교해가며 보기 좋아요!!,가방이랑 지갑 살때 확실히 도움되는 앱이에요ㅎㅎ고를때 비교해가면서 볼수 있어서 그점이 좋아요!!! 자기 전 쇼핑하기 좋아요!!!
Doyoun Myungshik,2023-07-15 01:36:25-07:00,5,1,명품살때는발란,"신상, 이월상품 등 종류가 여러가지 있고, 백화점에서 없는 상품이 다양하게 있어서 그점이 좋았습니다."
Kyung Yunseo,2023-07-15 01:36:23-07:00,5,1,온라인 최저가 쇼핑 원하면 발란추천,온라인최저가로 구매할수있어서 짱좋아유 후기보는 재미도있구요 오늘배송상품사면 바로받아볼수 있는것도장점이에요
Skwon Sungeun,2023-07-15 01:36:22-07:00,5,1,많은 브랜드를 모아봐요,없는 브랜드가 없어요 제가 모르던 브랜드도 마니 알게 되어서 예쁜 아이들 구입했어요^^
Dongha Kyungjoo,2023-07-15 01:36:20-07:00,5,1,별10개 주고싶은 어플,명품을 이가격에 살 수 있다니 갸이득!!!!!! 다들 발란하세요 제발!!!!!! 이벤트할때 노리면 진심 저렴하게도 살 수 이써요!!!! 저한테는 별 10개짜리 어플이에용!!!
Hwang Hyun,2023-07-15 01:36:19-07:00,5,1,최애앱,맨날 맨날 들어가보는 최애앱이예요!!찜해두고 가격비교해서 사기도 좋고 액세서리나 지갑 등은 친구선물로 사고요 리뷰포인트도 생각보다 마니 모았어요!!고객센터 문의도 잘 받아줘서 조아요
Moonyong Jungsoo,2023-07-15 01:36:17-07:00,5,1,좋은 어플,이제어플을 알게 되어 아쉽네요..백화점에서 입어보고 발람에서 사는게 루틴이 되었습니다..가격혜택많고 종류도 여러가지 모아 보니까 좋습니다..
Eunju Jisuk,2023-07-15 01:36:15-07:00,5,1,정품 짝짝짝,가품 걱정없이 집에서 쇼핑하는 세상이라니 짝짝짝 박수를 보냅니다 정품인증해주니까 믿고 삽니다
Kwon Sojung,2023-07-15 01:36:12-07:00,5,1,간편😊😊,간편하게 침대에 누워서 바로바로 보고 살수 있는게 참 간편한 거같아서 잘 쓰고 있어요.😊
Woo Hyounjung,2023-07-15 01:36:12-07:00,5,1,쇼핑은 발란으로만,앞으로 발란에서만 사게 될듯. 매장에서 보고 온 가격보다 잘 샀습니다
Chaewon Bomi,2023-07-13 21:40:33-07:00,5,0,발란 좋아요 :),디자인 깔끔하고 보기 쉽습니다 :) 무엇보다 여러브랜드 한번에 주문할 수 있고 네이버페이 되고 배송비 포함이라는 점이 좋습니다~~
Ryankim Jungho,2023-07-13 21:40:32-07:00,5,0,정품 쇼핑은 발란,정품100%보장해주는게 가장큰 장점..!할인상품도 많아서 백화점보다 저련하게 구입하니까 좋네용..
Jughyung Son 82,2023-07-13 21:40:29-07:00,5,0,가장 자주 사용하는 어플임,우연히 가입해서 벌써 3번이나 주문해쏘요 종류많고 깔끔하고 배송비 포함이고 집에서 편하게 쇼핑할수 있어서 편해요
Seoho Seoyeon,2023-07-13 21:40:28-07:00,5,0,브랜드 다양해서 조아요,브랜드 다양하고 추천상품도 딱 제 스타일이라서 편리하게 이용하고 있습니다.
Geongeun Mijung,2023-07-13 21:40:26-07:00,5,0,리뷰란 편리해요,사진 리뷰라던지 텍스트 리뷰 관리가 잘되어 있어서 제품 구매시에 참고가 잘되고 있습니다~
Woojin Heo,2023-07-13 21:40:24-07:00,5,0,배송 짱빠름,배송 빠른건 명품앱중에선 발란이 가장 최고인듯
Jeon Sangcheol,2023-07-13 21:40:22-07:00,5,0,B최저가 좋습니다,원하는 제품 나오땐 싼 가격에 잘 구매하고 있어요! 다른 제품 구경하는 맛도 있습니다 ㅋ
Sasha Minsoo,2023-07-13 21:40:21-07:00,5,0,퍼스널쇼퍼 너무 편리해요,퍼스널 쇼퍼 도움 잘 받고 있습니다. 굳이 안 입어봐도 정사이즈로 잘 사고 있어요
Hanna Woojin,2023-07-13 21:40:19-07:00,5,0,편하고 안전한 발란,직구앱 여러가지 깔고 이용해봤는데 솔직히 가장 최고 입니다. 1:1 문의도 잘해주시고 믿고 사고 있습니다
Jhwang Sangho,2023-07-13 21:40:18-07:00,5,0,사이즈 겟,뉴발 운동화 사이즈 찾다찾다 발란왔는데 제가 찾는 사이즈가 딱 있네요~ 완전 굿
ㅋㅋㅋ😀,2023-07-10 01:09:56-07:00,5,1,젛아여,백화점각
이앱 절대 깔지 마세요 개쓰렉,2023-07-07 04:07:54-07:00,4,1,좋은제품 잘 산거 같아요,싸게 잘샀네요
Kyung Junbum 72,2023-06-29 16:10:27-07:00,5,1,어플 사용,발란 어플 사용하기가 가장 쉬운것 같아요 추천합니다
Sasha Gunho,2023-06-29 16:10:25-07:00,5,1,쿠폰 많아요,프로모션도 많고 쿠폰도 많아요. 꼭 어플 이용하세요
Grimmm Jiyeon 82,2023-06-29 16:10:23-07:00,5,1,최저가 득템,발란에서 사는 건 언제나 최저가네요~
Ryu Sunyup,2023-06-29 16:10:21-07:00,5,1,배송 좋습니다,배송이 정말 빠릅니다. 바로바로 상품이 와서 넘 좋네요
Seoho Jihoon,2023-06-29 16:10:19-07:00,5,1,확실한 정품,정품이 확실해서 완전 굿
Sungryung Jinhee,2023-06-29 16:10:17-07:00,5,1,비교 구매,다른 업체들이랑 비교해보면서 구매할 수 있어서 합리적이예요
Dlgustn Eunmi,2023-06-29 16:10:15-07:00,5,1,모두 만족스러운 곳,가격이랑 배송 모두모두 만족
Gcheon Youngjin 97,2023-06-29 16:10:14-07:00,5,1,재고 입고 시스템좋아요,요즘 재고입고 되는것만 기다리고 있습니다. 정품도 확실해요
Jang Youngha,2023-06-29 16:10:12-07:00,5,1,프로모션 다양,때마다 프로모션이 있어서 좋구요 구경만 해도 재밌어요
Khwang Jinhee 28,2023-06-29 16:10:10-07:00,5,1,사이즈 걱정 없어요,독일군 스니커즈 다른곳에 없는 사이즈 발란엔 있더라구요
별명사용자표시,2023-06-28 23:42:54-07:00,5,1,빠른배송 감사드립니다!!!,"빠른배송 감사드리고, 잘사용하겠습니다!!"
여우스카프,2023-06-28 08:14:31-07:00,5,1,너무 좋아요,편하게 쇼피왈수 있어서 너무 좋아여^*
Suyoun Younsun,2023-06-27 21:12:49-07:00,5,1,정품 보장되는 곳,정품 100% 확실합니다. 걱정 안해도 되요
Minhwan Yeon,2023-06-27 20:30:39-07:00,5,1,사이즈 득템요,프라다 구두 사이즈 다 없었는데 발란에서 찾았습니다. 감사감사요!
Jinsoo Cheon,2023-06-27 20:30:37-07:00,5,1,남여구분,성별 구분이 가능해서 편리해요. 앱을 잘 만들었어요
Sangah Yang,2023-06-27 20:30:33-07:00,5,1,항상 잘 이용해요,시즌별로 행사도 많고 일단 취급하는 상품군들이 정말 다양해서 좋습니다!!
Gcheon DJ,2023-06-27 20:30:33-07:00,5,1,발란 알아서 다행이에요,명품 살 때 부담이 많이 줄어들었습니다. 바잉세일 품목 잘 노리면 정말 극한의 최저가라 기부니가 좋아요
Juhee Seungho,2023-06-27 20:30:30-07:00,5,1,잘 쓰고 있어요,후기 사진을 볼 수 있다는게 마음에 들어요!! 할인 쿠폰도 많이주고 적립도 잘 돼서 좋네요
Dohyunn Minsung,2023-06-27 20:30:28-07:00,5,1,용돈이 생긴거같아요ㅎㅎ,발란 ㄹㅇ 혜자시네요! 쿠폰쓰고 적립금 쓰니까 꽁돈생긴기분>_< 배송도 빠르고 무엇보다 제품이 화면이랑 똑같아서 맘에 들어요
Namsoo Hyojin,2023-06-27 20:30:25-07:00,5,1,백화점 갈 이유가 없어요,장모님 생신선물 고르려고 백화점둘러보고왔는데 가격차이가 너무 심하네요. 발란에서 안 살 이유가 없어요. 예쁜 사위됐습니다 ^_^ 첫가입혜택 너무 좋네요!
Sangmyoung Yejin,2023-06-27 20:30:24-07:00,5,1,빠름빠름빠름,빠름빠름빠름 개빠름 한국인 맞춤 플랫폼 굳굳굳 물건상태도 굳굳굳
Gwon Kwangsoo,2023-06-27 20:30:22-07:00,5,1,저렴한가격이 최고 메리트,오프라인 매장에서 찜꽁해두고 집오는길에 찾아보는데 더 저렴하게 구매가 가능하네요? 혜택 잔뜩 끌어다가 좋은 가격에 구매했어요! 감사합니다:)
Dlgustn Jiwon,2023-06-26 08:17:50-07:00,5,0,첫 명품은 발란에서,제 첫 명품가방을 빠르고 편하게 살 수 있어서 넘 좋네요ㅎㅎ 무엇보다 가격적인 면에서 칭찬 한스푼
Youngho Sujung,2023-06-26 08:17:49-07:00,5,0,백화점보다 저렴하군요!,백화점 갔다가~~ 찜꽁했는데~~~ 발란에서 똑같은걸 훨 저렴하게 파니까~~ 바로 주문했어요^^
Kita Seunghyun,2023-06-26 08:17:47-07:00,5,0,배송 진짜 빠르네요..,배송 진짜 빠르네요... 백화점에서 보고 집오는 길에 주문했는데 이렇게 빨리온다고요? 감사합니다. 제품도 매장에서 본거랑 다를게 없어요. 오히려 더 새거같음 굳굳
Hyunyoung Jisuk,2023-06-26 08:17:45-07:00,5,0,만족만족!,배송도 느리지 않은 편이고 포장도 꼼꼼하게 와서 마음에 너무 들었어요! 포장 영상까지 아주 만족스러웠어요!
Lshin Jinwoo,2023-06-26 08:17:43-07:00,5,1,라스트원 최고,라스트원상품 구매했습니다. 스크래치 상품이라고 엄청 저렴하게 팔던데 받고보니 전혀 티 안나던데요!? 저는 스크래치상품 자주 이용할거같아요ㅋㅋㅋ 어차피 사고 쓰다보면 다칠텐데... 많이 올려주세요~~
Jaehyuk Hayun,2023-06-26 08:17:41-07:00,5,1,결국 발란,여러 직구앱들 돌아다녀봤는데 결국 발란입니다 ㅋㅋ
Jiyoung Geongeun,2023-06-26 08:17:39-07:00,5,0,검색기능 좋아요,쉽게 원하는 제품들을 검색할 수 있어요. 다양한 디자인들도 쉽게 확인가능합니다
Pchung Seoyeon 87,2023-06-26 08:17:37-07:00,5,0,믿고삽니다,믿을만한 어플 입니다. 환불정책도 잘되어 있어서 걱정없이 제품 사고 있습니다. 다 정품이구요
Eunjung Sangah,2023-06-26 08:17:35-07:00,5,0,최저가 배송 맘에 들어요,최근에 발란만 주로 애용하고 있습니다. 배송이랑 가격 측면이 참 좋으네요
Sunho Moonchang,2023-06-26 08:17:18-07:00,5,0,아페쎄 맨투맨,"구매했구요, 덕분에 좋은 가격에 빠른배송으로 받아볼 수 있었습니다"
Seo Seo98,2023-06-26 00:38:03-07:00,5,0,싸게 샀습니다.,가방 진짜 저렴하게 구입했습니다. 재질도 생각한것보다 고급스럽고 정품 확실해서 완전 득템요
Jungsoo Choon,2023-06-26 00:36:11-07:00,5,0,지인 추천,친구가 적극 추천해줘서 발란 이용하고 있어요.
Sunghun Hwang,2023-06-26 00:36:08-07:00,5,0,정품 걱정 없어요,확실한 정품들이라 걱정없이 살 수 있어요
Compiler Han,2023-06-26 00:36:06-07:00,5,0,검색 편리해요,관심 있는 제품들은 카테고리별로 잘 나와요
Yeon Yang,2023-06-26 00:36:04-07:00,5,0,온라인 최저가,다른 곳보다 저렴했습니다. 검색 열심히 하는 편인데 발란이 최저가였음. 잘 샀어요
Myungho Song,2023-06-26 00:36:02-07:00,5,0,배송 빠름,배송이 빨라서 너무너무 좋습니다. 오늘출발하는 상품 마니 들여와 주세요ㅜㅜ
Jiyeon Son,2023-06-26 00:36:00-07:00,5,0,가격 좋아요,가격이 확실히 다른곳보다 저렴합니다
Sinae Mira,2023-06-26 00:35:58-07:00,5,0,재고 입고,재고 입고상품 너무 좋은데 수량이 많았으면 합니다 ㅎ
Youngil Jia,2023-06-26 00:35:57-07:00,5,0,정품 100%,정품이라 믿고 살 수 있어용! 주변 지인들한테도 제가 산 판매자님 마니 알려주고 있어요ㅋㅋㅋㅋ
Younggil Jeon,2023-06-26 00:35:55-07:00,5,0,기획전 다양,기획전들이 시즌마다 다양해서 좋아요
송파오리,2023-06-24 03:02:07-07:00,5,1,나이키 운동화 주문,지인 선물로 나이키 운동화 구매했어요! 쿠폰 사용하고 주문 신속히 진행해서 맘에 들어요^^
Gjeon Geongeun,2023-06-24 02:48:33-07:00,5,1,좋은 상품 많이 파세요~,"깔끔하고 안전하게 배송 온점, 제품상태도 나이스 한 점 칭찬합니다. 좋은 상품 많이 파세요~"
Sungmi Seoyeon,2023-06-24 02:48:32-07:00,5,1,감사합니다.,너무 맘에 듭니다. 저렴하게 감사합니다. 배송은 진짜 최고
Skwon Younghwa,2023-06-24 02:48:31-07:00,5,1,믿고삽니다,"너무 저렴해서 정품 감정 받았어요ㅎㅎ... 괜한 고민했네요ㅎ 믿고사도됩니다! 빠르고 정확한 배송,제품 감사합니당^^"
Kwak Jungshik,2023-06-24 02:46:37-07:00,5,1,오프라인발란 예쁜듯,오프라인으로 받았어요! 퇴근하고 오면서 픽업! 집오는 길 발걸음 너무 가벼웠어요ㅋㅋㅋㅋ 매장 너무 이쁘더라고여 나중에 구경가야겟어요.
Juyeon Minhwan,2023-06-24 02:46:36-07:00,5,1,넘넘 예뻐요!!!!,남친 취업선물 선물해줬는데 첫출근날 세상 다 가진 기분이였대요ㅋㅋㅋㅋ 포장도 넘 예쁘게 와가지고 그냥 그대로 전달해줬어요ㅎ 포장놓치지마세요❤
Seoyun Sangsoo,2023-06-24 02:46:33-07:00,5,1,좋은가격 빠른배송,상견례때문에 부모님 선물구매차 가입했습니다. 가격이 너무 좋더라구요. 부모님이 기분이 좋으셔서 잘 마무리했네요. 감사합니다. 다음엔 와이프 선물을 구매해야겟어요.
