USER,DATE,STAR,LIKE,TITLE,REVIEW
Arin Sangwook,2023-05-27 08:05:38-07:00,5,1,AS가 좋아요,책임지고 수선을 해줘서 너무 좋았습니다. 보증서비스가 확실합니다
Ohwang Junghun,2023-05-27 08:05:37-07:00,5,1,배송이 퀵,직구인지 모를 정도로 배송이 빠릅니다
Subin Youngwhan,2023-05-27 08:05:35-07:00,5,0,앱 기능이 좋아요,다른 직구앱들은 버벅거림이 있는데 발란은 그게 없어서 너무 좋습니다
Gjeon Younghwa,2023-05-27 08:05:34-07:00,5,0,상품이 다양,상품들이 자주 리뉴얼되어서 여러 제품들 확인할 수 있습니다. 배송도 빨라요
Rhee Minhwan,2023-05-25 21:37:04-07:00,5,1,100% 안전한 발란,가품 걱정 없이 제품들 구매할 수 있습니다.
Sunho Nuree,2023-05-25 21:37:02-07:00,5,1,기획전 다양해요,이벤트도 많고 기획전도 다양합니다. 보는 맛이 있습니다
Djfuqqdnss Hyoil,2023-05-25 21:37:01-07:00,5,1,정품 보장되는 곳,검수 사진만 10번 넘게 확인했습니다 ㅋ 친절하게 잘 응대해주셔서 감사요
Sunyoung Eunjung,2023-05-25 21:36:59-07:00,5,1,남자친구 선물 잘했습니다,고민하다가 남친 선물 여기서 샀는데 검수도 잘해주시고 만족스럽게 잘 구매했습니다
Jaecheo Younghun,2023-05-25 21:36:57-07:00,5,1,최저가 확실하네요,다른 직구앱보다 훨씬 저렴하게 잘 구입했습니다
Kyusan Chaewon,2023-05-25 21:36:56-07:00,5,1,클리어런스 항상 봅니다,발란 서비스중에서 클리어런스 넘 좋은것 같아요. 좋은 가격에 명품살 수 있습니다
Jun Sungeun,2023-05-25 21:36:54-07:00,5,1,고객센터 넘 친절해요,명품 신발 사기엔 발란을 가장 추천합니다. CS도 친절하고 넘 좋아요
Hyoil Dongyoon,2023-05-25 21:36:51-07:00,5,0,직구앱 중에서 최고,직구 앱 많이 있지만 발란이 가장 최고 입니다. 배송이 진짜 빨라요
Sin Yejun,2023-05-25 21:32:19-07:00,5,0,상품이 정말 많아요,상품이 많아서 고르는 맛이 있습니다. 이벤트도 다양해서 좋은 가격에 살 수 있어요
Sunwoo Sim,2023-05-25 21:32:18-07:00,5,0,비교구매 좋아요,브랜드 다양하고 연관상품이 구미에 맞게 잘 떠서 좋습니다
Son Yewon 90,2023-05-25 04:29:34-07:00,5,0,특템 했어요!!,이번에 선착순 할인으로 잘 샀어요!!! 쿠폰이랑 특가 등등 다양한 행사 많이 해서 좋네요!!! 가격 되게 좋게 득템했습니다!!
Junhyung Hwan,2023-05-25 04:29:32-07:00,5,0,발란앱 깔끔하고 맘에 들어요~~,앱 보기 편하고 상품 사진도 깔끔해서 맘에 들어요~ 다른 제품들이랑 비교하기도 쉬워서 이용하고 있어요~~~
Mn Gwon,2023-05-25 03:53:23-07:00,5,0,배송 진짜 빨라요,배송 여기가 제일 빨라요 몇번 시켜봤는데 다 생각보다 엄청 빨리와서 만족스러웠어요
Sunwoo Sunho,2023-05-25 03:53:21-07:00,5,0,가방만 3개 구매,가방만 3개 질렀어요 매장갈 시간 없어서 맘에 안들면 반품해야지 하는 마음으로 주문했는데 퀄리티 좋네요~! 당분간 여기 정착하려구요~
Lisa Eunsung,2023-05-25 03:53:18-07:00,5,0,만족해용,친구가 여기서 샀다고 하길래 처음에 좀 의심했었거든용 근데 제가 직접 배송해서 받아보고나서 의심 싹 사라졌네용 상품도 좋고 가격도 만족해용
Junyoung Youngil,2023-05-25 03:53:16-07:00,5,0,앱 좋아졌어영,발란 알고나서 심심할 일이 없네영 명품을 좋아해서 그런지 여기서 구경만 해도 너무 재밌어영 초반보다 보기도 편해지고 상품도 엄청 많아졌더라구영
Hyunwoo Ryu,2023-05-25 03:53:13-07:00,5,0,와이프 칭찬받았네여,우연하게 알게 된 발란 덕분에 와이프 칭찬도 받고 기분좋았네요 와이프가 찾는게 발란에 있더라구요 생일선물 잘 샀습니다ㅎㅎㅎㅎ
Younghwa Yeojin,2023-05-25 03:53:10-07:00,5,0,발란 알고나서 바뀌었어요ㅎ,해외직구 할 줄 몰라서 그냥 백화점에 있는것만 사고 만족하는 편이었는데 발란 알게되고 나서 사고 싶은거 맘껏 사게 됐네요ㅎ
Lee Sujin 89,2023-05-25 03:53:09-07:00,5,0,명품 의류는 여기가 1등,명품 의류 구매는 여기가 제일 좋은거 같아요 찾는거 다있네요!! 비교도 할 수 있고!! 돈만 많이 벌면 될거 같아요 !!
Hyesuk Ni,2023-05-25 03:53:06-07:00,5,0,상품 확보 많이 해주세요!,좋긴한데 품절되는 속도가 빠르긴해요 그만큼 인기가 많다는거겠지만 상품 지금보다 많이 확보해줬으면 좋겠어요 다른 건 다 맘에 듭니닼ㅋㅋ
만랩인,2023-05-24 20:09:34-07:00,5,1,퀄리트 높고 좋은가격 많은 반란,"명품 브랜드 좋은가격과 혜택많은 프로모션 많네요
쇼핑이 즐거운 판란입니다"
Namho Sunho,2023-05-24 02:24:27-07:00,5,1,직구 끊었어요 ㅋ,원래 직구만 했었는데 검색하다가 발란 알게된 뒤로는 여기에서 거의 다 해결하고 있네요ㅋㅋㅋㅋ 엄청 편해요
Yejin Son 87,2023-05-24 02:24:25-07:00,5,1,너무 너무 편하네요,쇼핑하기 너무 편해요 고객센터도 문의하면 바로바로 처리되는 편이고^^ ㅎㅎ
Jisuk Seojun,2023-05-24 02:24:23-07:00,5,1,돈 쓰는 재미,명품사는게 무척이나 조심스러웠는데 발란이용하고 나서는 한결 편해졌어요 행사도 자주하고 할인혜택 다 챙겨서 최대한 저렴하게 사려고 하고 있네요
Jungran Sangmyoung,2023-05-24 02:24:20-07:00,5,1,발란 전파하고 있어요!!ㅋㅋ,여기서 산 옷 입고 친구 만났는데 어디서 샀냐고 물어봐서 발란 알려줬네요 !!ㅋㅋ
Mn Sanghun,2023-05-24 02:24:19-07:00,5,1,저렴해서 좋네요~,쿠폰 먹여서 잘 샀어여~~저렴하게 사서 기분 좋네요~ 계속 이렇게만 해주시길
Jihye Jaehyun,2023-05-24 02:06:08-07:00,5,1,시간가는 줄 모르겠어요 ㅎ,요즘 발란앱만 들락날락거리네요 이쁜게 많아서 구경하느라 시간 가는 줄 모르네요ㅎ
Gcheon Gwon,2023-05-24 02:06:06-07:00,5,1,친절 상담,오랜만에 사는 명품 운동화여서 사이즈 고민이 많았는데 고객센터에서 친절하게 상담해주셨어요
Junhyung Cho,2023-05-24 02:06:04-07:00,5,1,리뷰란 편리해요,사진 리뷰라던지 텍스트 리뷰 관리가 잘되어 있어서 제품 구매시에 참고가 잘되고 있습니다~
Pchung Youngwhan,2023-05-24 02:06:02-07:00,5,1,정품 보장되는 곳,정품 100% 확실합니다. 걱정 안해도 되요
Hayun Minsoo,2023-05-24 02:06:00-07:00,5,1,사이즈 겟,몽클레어 원하는 사이즈가 다 없었는데 발란에서 찾았습니다~
Myungho Boram,2023-05-22 19:51:58-07:00,5,0,직구앱중 1위,여러군데 직구앱깔고 사봤는데 발란만큼 좋은 곳은 없더라구요
Jiyeon Han,2023-05-22 19:51:56-07:00,5,1,제품 다양,굳이 안사고 구경해도 좋을만큼 제품 다양합니다
Sinae Yang,2023-05-22 19:51:55-07:00,5,1,믿고삽니다,확실히 믿을만한 곳입니다. 가품 걱정안하고 이용하고 있어요
Youngil Song,2023-05-22 19:50:07-07:00,5,1,최저가 배송 맘에 들어요,최근에 발란만 주로 애용하고 있습니다. 배송이랑 가격 측면이 참 좋으네요
Jaehyuk Jeon,2023-05-22 19:50:05-07:00,5,1,톰브라운 가디건,진짜 사고 싶었던 22년 신상 있었는데 발란에서 진짜 좋은 가격에 구매했네요
Belle Banhee,2023-05-22 19:50:02-07:00,5,0,싸게 샀습니다.,구찌 카드지갑 진짜 저렴하게 구매했습니다
Minjun Juwon,2023-05-22 19:49:58-07:00,5,0,친구가 추천,저도 친구가 추천해서 발란에서 사고 있는데 저도 지인들한테 추천하고 있습니다 ㅎㅎ
Qjeon Bae,2023-05-22 19:49:56-07:00,5,0,확실히 정품,100% 신뢰하고 구매하고 있습니다. 가품은 절대 없어요
Sanghun Myungshik,2023-05-22 19:49:55-07:00,5,0,정품 보장 100%,가품일 경우 보상제도도 있고 정품 확실해서 무조건 발란 이용하고 있어요
Eunjin Yunseo,2023-05-22 19:49:54-07:00,5,0,볼게 많아요,디자인 브랜드 많고 신상품 많아서 볼게 많습니다.
Yunseo Song,2023-05-21 07:52:11-07:00,5,1,굳굳,베리굳! 가격도 배송도 에블띵 굳!
Dongyoon Baek 86,2023-05-21 07:52:08-07:00,5,1,선물할때좋아요,예산 잡고 쇼핑해야할때있잖아요. 그럴때 진짜 좋은거같아요. 예산 초과할 일 없게 금액대별로 설정해놓고 예쁜거 구경하다보면 저도 사고싶어지는게 문제긴한데ㅋㅋㅋ 암튼 진짜 유용하게 잘 쓰고있어요
Geongeun Heekyoung 94,2023-05-21 07:52:07-07:00,5,1,365일 블프,블프때 광고타고 들어왔어요. 그 뒤로 못빠져나가고있습니다ㅋㅋㅋ 그냥 항시 블프가격인데 왜 나가요~ 가격도 착하고 후기도 괜찮네요. 애용할것같아요.
Jaeyeon Hyojin,2023-05-21 07:52:05-07:00,5,1,내손안의백화점,백화점 왜갑니까! 내 손에 백화점이 있는데! 심지어 더 저렴하고 종류도 다양함 개굳!
Minhwan Jihoo,2023-05-21 07:52:04-07:00,5,1,믿고쓰는발란,정품 환불제 덕분에 맘놓고 쇼핑해요. 검수영상도 믿음직스럽고 첨에 반신반의했는데 받아보니 괜한걱정이였어요ㅎㅎ
Jaeho Hyunkyu,2023-05-21 07:52:02-07:00,5,1,꽤괜,여자친구가 뭐 산다고 어플 받아놨는데 제가 보고있네요ㅋㅋㅋ 제대로 영업당했어요. 어쩌다보니 구매까지… 지우려다가 쓸만해서 냅뒀어요. 리뷰까지 쓰고 갑니다.
Jungsoo Nam,2023-05-21 07:52:00-07:00,5,1,트민남,트렌드에 민감한 남자들 무조건 다운받으세요. 트렌드읽기 좋습니다! 게다가 저렴한 가격까지 개이득!
Jaeyun Myungho,2023-05-21 06:56:15-07:00,5,1,커플템은 발란에서,쿠폰혜택이 너무좋아요. 제 아이디로 가방 최저가로 사고 남친 회원가입시켜서 커플템 샀어요>_<
Lee Gangeun,2023-05-21 06:56:12-07:00,5,0,좋아요,편리하고 특히 배송이 빠르고 좋네요. 성격급한 한국인들에게 안성맞춤같아요
Sunghun Ko,2023-05-21 06:56:11-07:00,5,0,배송대박,배송이 생각보다 엄청 빨리와서 넘 만족해요 포장도 괜찮았어요 감사합니다~~
Jungnam Hyounjung,2023-05-19 06:37:02-07:00,5,1,혜택 좋아요,"결제혜택이 너무 좋아요. 카카페랑 네페 둘다 되는 것도 좋은데, 카카페 즉시할인 행사도 하고 네페 적립도 되고…… 너무 좋아요 ㅠㅠ"
Cheon Hwan,2023-05-19 06:37:01-07:00,5,1,배송 빨라요!!!,해외배송이래서 어느정도 늦게 올거 생각하고 있었는데 배송이 5일만에 왔어요 ㅋㅋㅋㅋ 배송 빨라서 더 믿고 살 수 있어요.
Jun Eunhye,2023-05-19 06:36:59-07:00,5,1,간편해요,배대지나 관세 이런거 생각 안해도 되니까 진짜진짜 편함!! 상품 보기도 편하고~ 명품 사고싶은데 발품팔기 귀찮은 저같은 이들을 위한 앱..ㅋㅋ
Seunghyun Geongeun,2023-05-19 06:36:56-07:00,5,1,"사이즈, 색상 다양해요",꼭 내가 찾는 사이즈랑 색상은 품절되어 있던데 ㅠ 발란에 재고가 남아있길래 운좋게 샀어요.
Donghyun Eunjin,2023-05-19 06:33:50-07:00,5,1,앱 깔끔해요,앱 디자인도 이뿌고 킬때마다 혜수언니가 날 반겨줘서 괜시리 좋음ㅎㅎ.. 앱 최적화도 잘 돼서 쇼핑 잘하고있어요
Hyunyoung Choon,2023-05-19 06:33:47-07:00,5,1,검수 영상,말로만 검수한다 이런게 아니라 검수영상 찍어주니까 진짜 신뢰도 1000%.... 이젠 굳이 백화점 안가네요
Hwang Jungwoong,2023-05-19 06:33:46-07:00,5,1,짱,리뷰 잘 안쓰는데……. 넘 잘 쓰고 있어서 씁니다. 상품 상태 깔끔하게 빨리 와서 좋아요~
Go Jihoo,2023-05-19 06:33:44-07:00,5,1,적립금,적립금 혜택이 커요! 어느세월에 모아서 언제쓰냐가 아니라 진짜 쓸 수 있게 적립해줘요 ㅎㅎ
Hyunjun Dayoung,2023-05-19 06:33:43-07:00,5,1,상품 보기 편해요,"여성상품, 남성상품, 골프웨어 구분이 잘 되어있구요!! 브랜드별로 모아볼 수도 있고 가격대 별로도 상품을 볼 수 있어요~~상품 비교하기 넘 쉬움!"
Sistine Seulki,2023-05-19 06:33:41-07:00,5,1,결국엔 발란으로…,명품 좋아해서 비슷비슷한 명품앱들 한번씩 다 써봤는데… 앱최적화부터 고객센터 대응까지 답답해서 결국 다시 연어마냥 발란으로 돌아오게 됨..
Jumi Nuree,2023-05-18 07:29:31-07:00,5,1,"가격, 상품 모두 좋음",가격이 너무 싸서 처음에 정품 맞나…? 했는데 정품이 맞고 배송 상태도 좋음!!
Wonhee Yeji,2023-05-18 07:29:29-07:00,5,1,배송이 진짜 빠름,익스프레스 배송…명품인데 오늘 배송 된다는 점이 가히 혁명적….ㅋㅋㅋㅋ 급할때 짱이에요
Nayun Nu,2023-05-18 07:29:28-07:00,5,1,상품이 많아요,진짜 꼭!! 갖고싶었던 상품 다른데에는 제 사이즈 남아있는 곳이 없었는데 기적같이 발란에만 남아 있더라구요… 심지어 인기사이즈인데도 할인두 많이해서 잘 샀어요 ㅠㅠ
Kyung Moon,2023-05-18 03:01:28-07:00,5,1,좋네요~,상품비교하기가 쉬워서 좋아요. 리뷰도 많아서 물건 살 때 도움 많이 돼요.
Hong Hana 82,2023-05-18 03:01:26-07:00,5,1,득템!!,사고 싶었던 상품들 특가로 올라와서 진짜 잘 샀어요!! 잇템 없을 때도 다양하게 할인 많이해서 보는 재미가 쏠쏠
Suyoun Hongsun,2023-05-18 03:01:24-07:00,5,1,저렴해요,다른데 최저가라고 해서 들어가면 배송비 붙고 관세붙고 그러는데.. 여기는 애초에 관부가세랑 배송비 포함된 가격이라 진짜로 저렴해요!
Sungmi Daesoo,2023-05-18 03:01:23-07:00,5,1,앱이니까 편리해요,UI도 좋고 앱도 렉없이 잘 돌아가서 쇼핑이 넘 편해진 것ㅋㅋㅋ 유일한 단점.. 자꾸 지르게 됨 ㅜㅜ
Junbum Leee,2023-05-18 03:01:22-07:00,5,1,믿고사요,"명품이다보니 한두푼 하는게 아닌데 정품보장 된다는 점, 고객센터 대응 원활하다는 점 때문에 발란에서 삽니다"
Sistine Youngshik,2023-05-18 03:01:16-07:00,5,1,검색 좋음,"상세 검색이 진짜 편리해요. 브랜드별, 사이즈별, 가격대별 등등 ㅋㅋ 원하는 상품 두루뭉술해도 찰떡같이 찾아내 줌 ㅋㅋ"
Dongha Yoon,2023-05-18 03:01:11-07:00,5,1,기념일 선물,곧 기념일이라 애인선물 뭐주나 고민 많이했었는데…. 가격도 저렴하고 상품보기도 편리해서 잘 샀어요!! 기념일 잘 보낼 수 있을 것 같습니다 ㅎㅎ
Seung Youngcheol 77,2023-05-17 19:13:11-07:00,5,1,고객센터 친절,진짜 사소한것도 문의하고 있는데 잘 알려주셔서 넘나 감사요
Youngil Younhee,2023-05-17 19:13:09-07:00,5,1,안전한 발란,답변 잘해주셔서 항상 안전하게 이용하고 있습니다.
Wonjin Younghwa,2023-05-17 19:13:08-07:00,5,1,배송부터 확실,정말 빠르게 제품 받아 볼 수 있습니다. 진짜 배송 걱정은 없어요
Sangah Hyunjoo 89,2023-05-17 19:13:06-07:00,5,0,적립금 굿,적립금 빵빵하게 쌓이고 있습니다. 쏠쏠해요 ㅋㅋ
Youngho Cheon,2023-05-17 19:13:05-07:00,5,0,여친선물,여자친구 선물 많이 고민했는데 거의 반가격에 득템했습니다 ㅎ
Seoyoung DJ,2023-05-17 19:13:03-07:00,5,0,리뷰란 잘되어 있어요,항상 제품 구입하기 전에 리뷰란 꼼꼼히 보고 있습니다. 포토후기 너무 좋아요
Njeon Hyesun,2023-05-17 19:13:00-07:00,5,0,남친이 좋아해요^^,남친 지갑 여기서 샀는데 남친이 너무너무 좋아하더라구요^^ 구하기 어려운건데 어떻게 구했냐고^^
Hyunyoung Jiwon,2023-05-17 19:13:00-07:00,5,0,B최저가,네이버에서 따로 검색해봐도 발란이 가장 최저가 입니다
Jiye Youngil,2023-05-17 19:12:58-07:00,5,0,다 맘에 들어요 ㅋㅋㅋ,옷 몇 개 질렀는데 다 맘에 들어요 ㅋㅋㅋ 배송도 엄청 빨라서 너무 좋았어요 ㅋㅋㅋ
Koo Sunghun,2023-05-17 19:11:02-07:00,5,1,예쁜거 많아용,구* 좋아하는데 발란에 예쁜거 많더라구용 몇 개 주문했네용 ㅎㅎㅎㅎ
Sumin Jihyeon,2023-05-17 04:07:56-07:00,5,0,목도리 살 예정이네요,발란에서 패딩 하나 장만했는데 추운날씨 잘 입고 다니는 중이네요^^ 요즘 목도리도 보고 있어요
Seoyun Chang,2023-05-17 04:07:54-07:00,5,0,월급도둑,장바구니에 담아뒀다가 월급날이나 카드리셋날짜에 지르다보니 제 월급은 사이버머니예요.. 만져보지도못하고 순삭. 빠르게 물건이 와서 슬퍼할 겨를없어 다행(?)이예요ㅋ_ㅋ
Sangjun Hyesun,2023-05-17 04:07:53-07:00,5,1,즐겨찾기,아이폰 스크린타임 70%는 발란일겁니다ㅋㅋㅋ 진짜 요새 많이봐요 연말이라 그런가 ..올한해 고생한 나에게 현명하게 최저가로 빠른배송으루 셀프선물!!!
정민 심 93,2023-05-17 04:07:51-07:00,5,0,닥발,닥치구 발란! 예전엔 좀 안정성이 떨어졌었는데 확실히 쇼핑하기가 더 편해졌어요. 제품들도 다양하고 가격은 예나지금이나 계속 착하네요!
Suyoun Yuri,2023-05-17 04:07:50-07:00,5,0,맘에들어요,해외배송이라 맘 놓고 기다리고있는데 진짜 빨리와서 놀랬어요. 제품상태도 맘에 들고 만족스러운 쇼핑이였어요! 다음번에 또 구매할듯ㅎ
Kisoo Dayoung 67,2023-05-17 04:07:48-07:00,5,0,백화점에서본그대로,백화점에서 본 그대로 내 집 앞에 상자에 예쁘게 포장되어 도착합니다. 멀리 안나가고도 편하게 쇼핑했어요ㅎㅎ
Sangsun Han 7789,2023-05-17 04:07:47-07:00,5,0,앱이보기좋네요,회사에서 PC로 보다가 자기전에 갑자기 생각나서 앱 다운받아서 구경하는데 밤 샐뻔했어요. 보기 편하고 예쁜거 넘많아요!! 최저가 구경하다가 질러버림…^_^
Rladudxx Suran,2023-05-17 04:07:45-07:00,5,0,발란짱짱,친구가 생일선물로 택배 보내줘서 처음 이용하게됐는데 괜찮네요. 선물로 받은 상품 포장 너무 잘되어있고 상태도 좋아서 저도 다른 사람에게 선물하려고 가입했습니당
Kim Mikyoung,2023-05-17 04:04:03-07:00,5,0,기획전최고,기획전 누가 기획하시나요? 상줘야됨. 기획전에 예쁘고 착한거 엄청많아요.! 다음 기획전도 기대할게요
Hyerim Hojin,2023-05-17 04:04:02-07:00,5,0,명친놈필수앱,명품에 미쳐있는 사람입니다. 브랜드별로 깔끔하게 가격대별로 보기 편하게 되어있네요. 구경하다가 오늘도 구매하고 기분좋아서 리뷰남깁니다
Ashleyk213,2023-05-14 19:05:54-07:00,3,0,결제오류,결제오류로 어렵게 여러번 시도후 결제성공 ㅜㅜ
봉지은,2023-05-14 18:21:23-07:00,5,1,최고에요,너무 좋네요
Lim Gwak,2023-05-14 08:40:34-07:00,5,1,오예,갖고싶던제품 찾아서 왔다가 더 맘에드는 아이 찾아서 데려갑니다~
Garam Seojun,2023-05-14 08:40:33-07:00,5,1,신발은 항상 발란,"작년부턴 발란에서 무조건 운동화, 구두 사고 있습니다. 가이즈 구미도 잘되어 있고 정품 확실해서 믿을만 합니다"
Jungeun Gunho,2023-05-14 08:40:30-07:00,5,1,빠른 배송,쿠팡처럼 배송 엄청 빠르더라구요. 믿고 구매하고 있습니다
Hgwon Baek,2023-05-14 08:38:26-07:00,5,1,적립금 혜자,적립금 잘 쌓아두고 있습니다. 이거 요긴하게 은근히 잘 씁니다
Ycheon Bae,2023-05-14 08:38:24-07:00,5,1,상담이 친절합니다`,배송이나 정가품 등등 여러가지 문의 항상 하고 있는데요 그때마다 친절하게 알려주십니다
Ultrapower Youngsoo,2023-05-14 08:38:23-07:00,5,1,검색이 편해요,제품 검색하면 바로 가격비교까지 알 수 있고.. 너무 편리합니다
Moon Woojin,2023-05-14 08:38:22-07:00,5,1,골프의류,PXG좋아하는데 발란에서 싼가격에 구매잘하고 있습니다
Koo Minhyoung,2023-05-14 08:38:20-07:00,5,1,배송 짱빠름,배송은 이곳이 가장 빠릅니다.
Nam Suwon,2023-05-14 08:38:19-07:00,5,1,B최저가 좋습니다,잘 보고 있다가 원하는 제품 나오면 얼른 업어옵니다 ㅋㅋ
Dlgustn Suran,2023-05-14 08:38:17-07:00,5,1,사이즈 문의,사이즈 문의 하면 항상 친절하게 안내해주십니다.
Qkdlr,2023-05-13 07:40:43-07:00,5,1,좋아요,믿음직스럽습니다
Lcheon Wonhee,2023-05-13 01:51:31-07:00,5,1,편하고 안전한 발란,직구앱 여러가지 깔고 이용해봤는데 솔직히 가장 최고 입니다. 1:1 문의도 잘해주시고 믿고 사고 있습니다
Yu Hyojin,2023-05-13 01:51:30-07:00,5,1,다양한 기획전,프로모션 다양해서 너무 재밌습니다. 굳이 구매안해서 아이쇼핑할 수 있어요
Yun Sungjin,2023-05-13 01:51:28-07:00,5,1,정품 보장되는 곳,정품 확실합니다. 노걱정
Hyunkyu Junho,2023-05-13 01:49:14-07:00,5,1,검색 편리해요,관심있는 제품들을 카테고리별로 확인할 수 있어서 좋아요
Euk Chang,2023-05-13 01:49:13-07:00,5,1,최저가 확실하네요,발란이 가장 저렴해서 항상 이용하고 있습니다
Yunseo Seohyeon,2023-05-13 01:49:12-07:00,5,1,온라인 명품 구매,항상 명품은 백화점에서 사야지 했는데 안그래도 될것 같습니다 ㅋ 발란에서 사면 확실한듯
Youngtae Heekyoung 1994,2023-05-13 01:49:10-07:00,5,0,정품 믿고 구매함,정품 가품 걱정안하고 구매가능한 곳
Kim Chaewon 79,2023-05-13 01:49:09-07:00,5,0,사이즈 있어요,골구 운동화 사는데 백화점에서도 없는 사이즈 겟했어요 게다가 금액도 굿 ㅋ
Lee Somin 94,2023-05-13 01:49:08-07:00,5,0,배송 좋아요,직구업체 중에선 발란 배송이 가장 빠른것 같습니다. 너무 좋아요
Shin Sunyoung,2023-05-13 01:49:06-07:00,5,1,비교구매 가능,입점 업체들이 다양해서 제품 비교하고 살 수 있어요
하나돌려,2023-05-10 05:50:18-07:00,5,1,아미,저렴하게 좋은옷 구매했습니다
강강강롯,2023-05-10 03:42:44-07:00,5,1,좋은가격,좋은가격으로 좋은상품 얻어가요
Mpark Jeon,2023-05-09 19:48:39-07:00,5,1,즐겨 찾는 명품쇼핑앱,비교해보고 발란이 가장 낫네요 정품 보장해주는 것도 크구욥
Baek Areum,2023-05-09 19:48:35-07:00,5,1,가품노노,선택의 폭도 넓고 행사정리도 잘 되어 있어서 쇼핑하는데 유용합니다
Yeji Doyoun 18,2023-05-09 19:48:33-07:00,5,1,발란 앱 추천,"인스타에서 본 옷이 너무 예쁜데 명품이라는걸 알고 검색하다가 발란까지 오게 되었어요, 결론은 구매 대성공 다음에 또 사고 싶어요"
Sojung Yejun,2023-05-09 19:48:32-07:00,5,1,좋습니다,너무 예쁜 신발 정말 좋은 가격 좋습니다
Sunho Dayoung,2023-05-09 19:48:30-07:00,5,1,도움이 많아 됐어요~,"브랜드, 사이즈, 컬러 옵션별 검색정보가 있고, 브랜드 매장 직접 가지 않아도 상세이미지와 어떤 상품은 직접 실착 사진도 있어서 도움이 됩니다. 검수 영상도 보내주어 안심합니다."
Njeon Junghwa 92,2023-05-09 19:45:49-07:00,5,1,정품 고민 그만,정품 맞네요 쇼핑백이 안 오는게 아쉬웠지만 없어서 큰일나는것은 아니니 잘 쓰겠습니다
Jinsoo Sunyoung 86,2023-05-09 19:45:47-07:00,5,1,굿굿 너무 좋아요ㅎㅎ,고민하던 상품이 있었는데 가격비교하고 고민 해결!!퍼스널쇼퍼가 있어 도움 마니 받았어요
Jungshik Yuri,2023-05-09 19:45:46-07:00,5,1,집에서 편하게 구매해볼수 있어요,"과거에 해외직구 몇번해보고 한달두달 걸리는거 보고 때려쳤는데, 우연히 발란에서 쇼핑하고는 편견이 깨졌습니다. 세상 좋아져서 배송도 빠르고 심지어 오늘출발 상품도 있는거 보고 놀랐습니다. 여의도 쇼룸도 다녀왔는데 상품 퀄리티 좋았습니다"
Hgwon Jonghun,2023-05-09 19:45:44-07:00,5,1,예쁜 옷 많아요,드레스 성애자는 너무 행복해요 종류도 다양하고 재고 바로 보이니 그때그때 골라 사고 있어요~~
Mina Han 97,2023-05-09 19:45:42-07:00,5,1,완전 굿굿굿,애용하는 앱! 명품 쇼핑은 발란!
Filippo Yejin,2023-05-09 06:01:30-07:00,5,1,유용하네요,생각외로 브랜드 다양하고 가격비교도 잘 되는 편이네요. 여러 개 브랜드는 어플 하나로 정리해 볼 수 있는 장점이 있네요. 물건은 집에 있는 것과 비교하니 정품이었고 그뒤로 발란에서만 삽니다.
